SetNumber,URL,Description,Notes,DateAdded,DateRetrieved
"2150-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108683.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"2152-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117789.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"2153-1","http://cache.lego.com/bigdownloads/buildinginstructions/4124711.pdf","ROBO BLOCKBLASTER","BUILD.INST. 2153 IN","2010-01-01","2017-06-28"
"2160-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108974.pdf","SUBMOUNTAIN CRYSTAL","BI 2160","2010-01-01","2017-06-28"
"2161-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108975.pdf","SUB-MOUNTAIN DOZER","BI 2161","2010-01-01","2017-06-28"
"2162-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108976.pdf","SUB-MOUNTAIN DRILLER","BI 2162","2010-01-01","2017-06-28"
"2170-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618502.pdf","Cole DX","BI 2002/ 2 - 2170 V.29","2011-04-02","2017-06-28"
"2170-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618503.pdf","Cole DX","BI 2002/ 2 - 2170 V.39","2011-04-02","2017-06-28"
"2171-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618504.pdf","Zane DX","BI 2002/ 2 - 2171 V.29","2011-04-02","2017-06-28"
"2171-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618505.pdf","Zane DX","BI 2002/ 2 - 2171 V.39","2011-04-02","2017-06-28"
"2172-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618507.pdf","Nya","BI 2002/ 2 - 2172 V.29","2011-04-02","2017-06-28"
"2172-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618508.pdf","Nya","BI 2002/ 2 - 2172 V.39","2011-04-02","2017-06-28"
"2173-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618509.pdf","Nuckal","BI 2002/ 2 - 2173 V.29","2011-04-02","2017-06-28"
"2173-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618510.pdf","Nuckal","BI 2002/ 2 - 2173 V.39","2011-04-02","2017-06-28"
"2174-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645003.pdf","Kruncha","BI 2002/ 2 - 2174 V.29","2011-08-05","2017-06-28"
"2174-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645004.pdf","Kruncha","BI 2002/ 2 - 2174 V.39","2011-08-05","2017-06-28"
"2175-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645005.pdf","Wyplash","BI 2002/ 2 - 2175 V.29","2011-08-05","2017-06-28"
"2175-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645006.pdf","Wyplash","BI 2002/ 2 - 2175 V.39","2011-08-05","2017-06-28"
"2182-1","http://cache.lego.com/bigdownloads/buildinginstructions/4641235.pdf","Bulk 3.0","BI 3010/24 - 2182","2011-07-03","2017-06-28"
"2183-1","http://cache.lego.com/bigdownloads/buildinginstructions/4641236.pdf","Stringer 3.0","BI 3010/24 - 2183","2011-07-03","2017-06-28"
"2191-1","http://cache.lego.com/bigdownloads/buildinginstructions/4641237.pdf","Furno 3.0","BI 3010/24 - 2191","2011-07-03","2017-06-28"
"2192-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620948.pdf","DRILLDOZER","BI 3002/32 - 2192 V. 29","2011-01-01","2017-06-28"
"2192-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620949.pdf","DRILLDOZER","BI 3002/32 - 2192 V. 39","2011-01-01","2017-06-28"
"2193-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620951.pdf","JETBUG","BI 3002/32 - 2193 V. 29","2011-01-01","2017-06-28"
"2193-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620952.pdf","JETBUG","BI 3002/32 - 2193 V. 39","2011-01-01","2017-06-28"
"2194-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620955.pdf","NITROBLAST","BI 3002/32 - 2194 V. 29","2011-01-01","2017-06-28"
"2194-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620956.pdf","NITROBLAST","BI 3002/32 - 2194 V. 39","2011-01-01","2017-06-28"
"2229-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117957.pdf","","{No longer listed at LEGO.com}","2010-01-01",
"2230-1","http://cache.lego.com/bigdownloads/buildinginstructions/4526159.pdf","In-flight Helicopter and Raft","BUILD INSTR 3001, 2230 1/2","2010-01-01","2017-06-28"
"2230-1","http://cache.lego.com/bigdownloads/buildinginstructions/4526180.pdf","In-flight Helicopter and Raft","BUILD INSTR 3001, 2230 2/2","2010-01-01","2017-06-28"
"2231-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648058.pdf","Waspix","BI 3004/28 - 2231 V. 29/39","2011-07-03","2017-06-28"
"2232-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648061.pdf","RAW-JAW","BI 3004/28 - 2232 V. 29/39","2011-07-03","2017-06-28"
"2233-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648064.pdf","FANGZ","BI 3004/28 - 2233 V. 29","2011-07-03","2017-06-28"
"2233-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648065.pdf","FANGZ","BI 3004/28 - 2233 V. 39","2011-08-05","2017-06-28"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117705.pdf","POLICE W. 2 ROAD PLATES","BUILDINSTR. 2234 1/7","2010-01-01","2017-06-28"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117706.pdf","POLICE W. 2 ROAD PLATES","BUILDINSTR. 2234 2/7","2010-01-01","2017-06-28"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117707.pdf","POLICE W. 2 ROAD PLATES","BUILDINSTR. 2234 3/7","2010-01-01","2017-06-28"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117708.pdf","POLICE W. 2 ROAD PLATES","BUILDINSTR. 2234 4/7","2010-01-01","2017-06-28"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117709.pdf","POLICE W. 2 ROAD PLATES","BUILDINSTR. 2234 5/7","2010-01-01","2017-06-28"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117710.pdf","POLICE W. 2 ROAD PLATES","BUILDINSTR. 2234 6/7","2010-01-01","2017-06-28"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117711.pdf","POLICE W. 2 ROAD PLATES","BUILDINSTR. 2234 7/7","2010-01-01","2017-06-28"
"2235-1","http://cache.lego.com/bigdownloads/buildinginstructions/4622252.pdf","FIRE LORD","BI 3005/48 - 2235","2011-01-01","2017-06-28"
"2236-1","http://cache.lego.com/bigdownloads/buildinginstructions/4646736.pdf","Scorpio","BI 3005/40 - 2236 V. 29/39","2011-07-03","2017-06-28"
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133278.pdf","Only 1 page","{No longer listed at LEGO.com}","2010-01-01",
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133279.pdf","Only 1 page","{No longer listed at LEGO.com}","2010-01-01",
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133280.pdf","Only 1 page","{No longer listed at LEGO.com}","2010-01-01",
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133281.pdf","Only 1 page","{No longer listed at LEGO.com}","2010-01-01",
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133282.pdf","Only 1 page","{No longer listed at LEGO.com}","2010-01-01",
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133283.pdf","Only 1 page","{No longer listed at LEGO.com}","2010-01-01",
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133284.pdf","Only 1 page","{No longer listed at LEGO.com}","2010-01-01",
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4129288.pdf","Page 1 missing","{No longer listed at LEGO.com}","2010-01-01",
"2254-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648876.pdf","Mountain Shrine","BI 3004 60/65g - 2254 V29/39","2011-08-05","2017-06-28"
"2254-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648877.pdf","Mountain Shrine","BI 3004 60/65g - 2254 V29/39","2011-08-05","2017-06-28"
"2255-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644677.pdf","Sensei Wu","BI 2002/ 2 - 2255 V29","2011-08-05","2017-06-28"
"2255-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644678.pdf","Sensei Wu","BI 2002/ 2 - 2255 V39","2011-08-05","2017-06-28"
"2256-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645007.pdf","Lord Garmadon","BI 2002/ 2 - 2256 V.29","2011-08-05","2017-06-28"
"2256-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645008.pdf","Lord Garmadon","BI 2002/ 2 - 2256 V.39","2011-08-05","2017-06-28"
"2257-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618499.pdf","Spinjitzu Starter Set","BI 2002/ 2 - 2257 V.29","2011-01-01","2017-06-28"
"2257-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618500.pdf","Spinjitzu Starter Set","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"2258-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625535.pdf","Ninjago Value Pack","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"2258-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625536.pdf","Ninja Ambush","BI 3001/24 - 2258 V 39","2011-01-01","2017-06-28"
"2259-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625556.pdf","Ninjago","BI 3004/48 - 2259 V 29","2011-01-01","2017-06-28"
"2259-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625558.pdf","Skull Motorbike","BI 3004/48 - 2259 V 39","2011-01-01","2017-06-28"
"2260-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645044.pdf","","{No longer listed at LEGO.com}","2011-01-22",
"2260-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645046.pdf","","{No longer listed at LEGO.com}","2011-01-22",
"2260-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000621.pdf","Ninjago","BI 3005/44 - 2260 V29","2011-07-03","2017-06-28"
"2260-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000622.pdf","Ice Dragon Attack","BI 3005/44 - 2260 V39","2011-07-03","2017-06-28"
"2263-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625724.pdf","Turbo Shredder","BI 3005/40 - 2263 1/2 V 29","2011-01-22","2017-06-28"
"2263-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644260.pdf","Turbo Shredder","BI 3005/40 - 2263 2/2 V 29","2011-01-22","2017-06-28"
"2263-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644261.pdf","Turbo Shredder","BI 3005/40 - 2263 2/2 V 39","2011-01-22","2017-06-28"
"2263-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625725.pdf","Turbo Shredder","BI 3005/40 - 2263 1/2 V 39","2011-01-01","2017-06-28"
"2282-1","http://cache.lego.com/bigdownloads/buildinginstructions/4646689.pdf","Rocka XL","BI 3005/56 - 2282 V. 29/39","2011-07-03","2017-06-28"
"2283-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000946.pdf","Witch Doctor","BI 3005/72+4*-2283","2011-07-03","2017-06-28"
"2326-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108895.pdf","GREEN ELEPHANT BUCKET XL","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"2490-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117971.pdf","BI-BEETLE BLASTER","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625731.pdf","","{No longer listed at LEGO.com}","2011-01-01",
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644297.pdf","Spinjitzu Dojo","BI 3005/44 - 2504 1/2 V 29","2011-01-22","2017-06-28"
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644299.pdf","Spinjitzu Dojo","BI 3005/44 - 2504 1/2 V 39","2011-01-22","2017-06-28"
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625730.pdf","","{No longer listed at LEGO.com}","2011-01-22",
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000593.pdf","Spinjitzu Dojo","BI 3005/44 - 2504 2/2 V29","2011-08-13","2017-06-28"
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000612.pdf","Spinjitzu Dojo","BI 3005/44 - 2504 2/2 V39","2011-08-13","2017-06-28"
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000617.pdf","Garmadon's Dark Fortress","BI 3006/48 - 2505 2/2 V29","2011-07-03","2017-06-28"
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000620.pdf","Garmadon's Dark Fortress","BI 3006/48 - 2505 2/2 V39","2011-07-03","2017-06-28"
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/4642940.pdf","Garmadon's Dark Fortress","BI 3006/48 - 2505 1/2 V 39","2011-01-22","2017-06-28"
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/4642939.pdf","Garmadon's Dark Fortress","BI 3006/48 - 2505 1/2 V29","2011-01-22","2017-06-28"
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625734.pdf","","{No longer listed at LEGO.com}","2011-01-22",
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625735.pdf","","{No longer listed at LEGO.com}","2011-01-01",
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645944.pdf","Skull Truck","BI 3005/60 - 2506 V 29/39 1/2","2011-07-03","2017-06-28"
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645942.pdf","Skull Truck","BI 3005/60 - 2506 V 29/39 1/2","2011-06-02","2017-06-28"
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000625.pdf","","{No longer listed at LEGO.com}","2011-09-03","2012-01-10"
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000628.pdf","","{No longer listed at LEGO.com}","2011-09-03","2012-01-10"
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/6020855.pdf","Skull Truck","BI 3005/60 - 2506 2/2 V29/39","2012-02-03","2017-06-28"
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/6020904.pdf","Skull Truck","BI 3005/60 - 2506 2/2 V29/39","2012-02-03","2017-06-28"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/6020854.pdf","Fire Temple","BI 3016 80+4*- 2507 3/3 29/39","2012-02-09","2017-06-28"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/6020902.pdf","Fire Temple","BI 3016 80+4*- 2507 3/3 29/39","2012-02-09","2017-06-28"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645946.pdf","Fire Temple","BI 3005/60 - 2507 V29/39 1/3","2011-06-02","2017-06-28"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645947.pdf","Fire Temple","BI 3016 80+4 - 2507 V29/39 2/3","2011-06-02","2017-06-28"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645949.pdf","Fire Temple","BI 3005/60 - 2507 V29/39 1/3","2011-07-03","2017-06-28"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645950.pdf","Fire Temple","BI 3016 80+4 - 2507 V29/39 2/3","2011-07-03","2017-06-28"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000636.pdf","","{No longer listed at LEGO.com}","2011-07-03","2012-01-12"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000639.pdf","","{No longer listed at LEGO.com}","2011-07-03","2012-01-12"
"2508-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000673.pdf","Blacksmith Shop","BI 3005/60 - 2508 V29/39","2011-09-28","2017-06-28"
"2508-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000773.pdf","Blacksmith Shop","BI 3005/60 - 2508 V29/39","2011-09-28","2017-06-28"
"2509-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000634.pdf","Earth Dragon Defense","BI 3005/60 - 2509  V29","2011-09-24","2017-06-28"
"2509-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000637.pdf","Earth Dragon Defense","BI 3005/60 - 2509 V39","2011-09-24","2017-06-28"
"2516-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625527.pdf","Ninja Training Outpost","BI 3001/16 - 2516 V 39","2011-01-01","2017-06-28"
"2516-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625525.pdf","Ninja Training Outpost","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"2518-1","http://cache.lego.com/bigdownloads/buildinginstructions/4631366.pdf","","{No longer listed at LEGO.com}","2011-03-04",
"2518-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000762.pdf","Nuckal's ATV","BI 3005/40 -  2518  V29","2011-10-05","2017-06-28"
"2518-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000763.pdf","Nuckal's ATV","BI 3005/40 -  2518 V39","2011-10-05","2017-06-28"
"2518-1","http://cache.lego.com/bigdownloads/buildinginstructions/4631367.pdf","","{No longer listed at LEGO.com}","2011-01-01",
"2519-1","http://cache.lego.com/bigdownloads/buildinginstructions/4642941.pdf","Ninjago Value Pack","BI 3005/72+4 - 2519 V29","2011-03-04","2017-06-28"
"2519-1","http://cache.lego.com/bigdownloads/buildinginstructions/4642942.pdf","","{No longer listed at LEGO.com}","2011-03-04",
"2519-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000766.pdf","Skeleton Bowling","BI 3005/72+4*- 2519 V29","2011-07-03","2017-06-28"
"2519-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000770.pdf","Skeleton Bowling","BI 3005/72+4*- 2519 V39","2011-07-03","2017-06-28"
"2520-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644248.pdf","Ninjago Battle Arena","BI 3005/48 - 2520 V29 1/2","2011-01-01","2017-06-28"
"2520-1","http://cache.lego.com/bigdownloads/buildinginstructions/4637079.pdf","Ninjago Battle Arena","BI 3005/44 - 2520 V29 2/2","2011-02-04","2017-06-28"
"2520-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648589.pdf","Ninjago Battle Arena","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"2520-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648592.pdf","Ninjago Battle Arena","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"2521-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000657.pdf","Lightning Dragon Battle","BI 3005/72+4*- 2521 2/2 V29/39","2011-08-25","2017-06-28"
"2521-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000659.pdf","Lightning Dragon Battle","BI 3005/72+4*- 2521 2/2 V29/39","2011-08-25","2017-06-28"
"2521-1","http://cache.lego.com/bigdownloads/buildinginstructions/4646354.pdf","Lightning Dragon Battle","BI 3005/52 - 2521 V29/39 1/2","2011-06-02","2017-06-28"
"2521-1","http://cache.lego.com/bigdownloads/buildinginstructions/4646356.pdf","Lightning Dragon Battle","BI 3005/52 - 2521 V29/39 1/2","2011-06-02","2017-06-28"
"2531-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117897.pdf","INFLIGHT CHOPPER","BUILDING INSTR. FOR 2531","2010-01-01","2017-06-28"
"2532-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117864.pdf","INFLIGHT COM JET","{No longer listed at LEGO.com}","2010-01-01","2014-05-02"
"2535-1","http://cache.lego.com/bigdownloads/buildinginstructions/4115714.pdf","FERRARI","BUILD. INSTR. FOR 2535 SHELL-I","2010-01-01","2017-06-28"
"2535-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133254.pdf","FERRARI","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"2536-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133255.pdf","JETSKI","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"2536-1","http://cache.lego.com/bigdownloads/buildinginstructions/4115715.pdf","JETSKI","BUILD.INSTR. FOR 2536 SHELL-IN","2010-01-01","2017-06-28"
"2537-1","http://cache.lego.com/bigdownloads/buildinginstructions/4115716.pdf","RAFT","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
"2537-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133256.pdf","RAFT","{No longer listed at LEGO.com}","2012-06-01","2012-06-12"
